Parita = pocet 1 v binarnych kodoch (parny 1, neparny 0)

0	|	1
1	|	0
2	|	0
3	|	1
4	|	0
5	|	1
6	|	1
7	|	0
8	|	0
9	|	1
10	|	1
11	|	0
12	|	1
13	|	0
14	|	0
15	|	1
16	|	0
17	|	1
18	|	1
19	|	0
20	|	1
21	|	0
22	|	0
23	|	1
24	|	1
25	|	0
26	|	0
27	|	1
28	|	0
29	|	1
30	|	1
31	|	0
32	|	0
33	|	1
34	|	1
35	|	0
36	|	1
37	|	0
38	|	0
39	|	1
40	|	1
41	|	0
42	|	0
43	|	1
44	|	0
45	|	1
46	|	1
47	|	0
48	|	1
49	|	0
50	|	0
51	|	1
52	|	0
53	|	1
54	|	1
55	|	0
56	|	0
57	|	1
58	|	1
59	|	0
60	|	1
61	|	0
62	|	0
63	|	1
64	|	0
65	|	1
66	|	1
67	|	0
68	|	1
69	|	0
70	|	0
71	|	1
72	|	1
73	|	0
74	|	0
75	|	1
76	|	0
77	|	1
78	|	1
79	|	0
80	|	1
81	|	0
82	|	0
83	|	1
84	|	0
85	|	1
86	|	1
87	|	0
88	|	0
89	|	1
90	|	1
91	|	0
92	|	1
93	|	0
94	|	0
95	|	1
96	|	1
97	|	0
98	|	0
99	|	1
100	|	0
101	|	1
102	|	1
103	|	0
104	|	0
105	|	1
106	|	1
107	|	0
108	|	1
109	|	0
110	|	0
111	|	1
112	|	0
113	|	1
114	|	1
115	|	0
116	|	1
117	|	0
118	|	0
119	|	1
120	|	1
121	|	0
122	|	0
123	|	1
124	|	0
125	|	1
126	|	1
127	|	0
128	|	0
129	|	1
130	|	1
131	|	0
132	|	1
133	|	0
134	|	0
135	|	1
136	|	1
137	|	0
138	|	0
139	|	1
140	|	0
141	|	1
142	|	1
143	|	0
144	|	1
145	|	0
146	|	0
147	|	1
148	|	0
149	|	1
150	|	1
151	|	0
152	|	0
153	|	1
154	|	1
155	|	0
156	|	1
157	|	0
158	|	0
159	|	1
160	|	1
161	|	0
162	|	0
163	|	1
164	|	0
165	|	1
166	|	1
167	|	0
168	|	0
169	|	1
170	|	1
171	|	0
172	|	1
173	|	0
174	|	0
175	|	1
176	|	0
177	|	1
178	|	1
179	|	0
180	|	1
181	|	0
182	|	0
183	|	1
184	|	1
185	|	0
186	|	0
187	|	1
188	|	0
189	|	1
190	|	1
191	|	0
192	|	1
193	|	0
194	|	0
195	|	1
196	|	0
197	|	1
198	|	1
199	|	0
200	|	0
201	|	1
202	|	1
203	|	0
204	|	1
205	|	0
206	|	0
207	|	1
208	|	0
209	|	1
210	|	1
211	|	0
212	|	1
213	|	0
214	|	0
215	|	1
216	|	1
217	|	0
218	|	0
219	|	1
220	|	0
221	|	1
222	|	1
223	|	0
224	|	0
225	|	1
226	|	1
227	|	0
228	|	1
229	|	0
230	|	0
231	|	1
232	|	1
233	|	0
234	|	0
235	|	1
236	|	0
237	|	1
238	|	1
239	|	0
240	|	1
241	|	0
242	|	0
243	|	1
244	|	0
245	|	1
246	|	1
247	|	0
248	|	0
249	|	1
250	|	1
251	|	0
252	|	1
253	|	0
254	|	0
255	|	1
